;all_texts;ats;texts;hashtags
868;@esthers_kitchen Beyond Beef will be hitting stores in 2019. To find out when Beyond Beef will hit a grocery store meat case or restaurant near you, sign up for our newsletter here: https://t.co/lCQ527ielJ.;['esthers_kitchen'];['beyond', 'beef', 'will', 'be', 'hitting', 'stores', 'in', '2019', 'to', 'find', 'out', 'when', 'beyond', 'beef', 'will', 'hit', 'a', 'grocery', 'store', 'meat', 'case', 'or', 'restaurant', 'near', 'you', 'sign', 'up', 'for', 'our', 'newsletter', 'here', 'https'];[]
869;@nutfreevegan So pretty!;['nutfreevegan'];['so', 'pretty'];[]
870;"@drew_campbell Apologies for the difficulty, Drew. The nutrition details are listed under each product's page, under the tab ""product details"". Here is a link to The Beyond Burger nutrition information. https://t.co/AxknCqDJsJ";['drew_campbell'];['apologies', 'for', 'the', 'difficulty', 'drew', 'the', 'nutrition', 'details', 'are', 'listed', 'under', 'each', 'product', 'page', 'under', 'the', 'tab', 'product', 'details', 'here', 'is', 'a', 'link', 'to', 'the', 'beyond', 'burger', 'nutrition', 'information', 'https'];[]
871;@GoodFeelngs Beyond Beef will be hitting stores in 2019. To find out when Beyond Beef will hit a grocery store meat case or restaurant near you, sign up for our newsletter here: https://t.co/lCQ527ielJ.;['goodfeelngs'];['beyond', 'beef', 'will', 'be', 'hitting', 'stores', 'in', '2019', 'to', 'find', 'out', 'when', 'beyond', 'beef', 'will', 'hit', 'a', 'grocery', 'store', 'meat', 'case', 'or', 'restaurant', 'near', 'you', 'sign', 'up', 'for', 'our', 'newsletter', 'here', 'https'];[]
872;"Yesterday we unveiled our latest breakthrough in plant-based food innovation: Beyond Beef®. Made from simple, plant-based ingredients, Beyond Beef delivers on the taste, texture and versatility of ground beef... without the baggage.

Learn more here: https://t.co/tv7xnLsIea https://t.co/QCcapTyIbW";[];['yesterday', 'we', 'unveiled', 'our', 'latest', 'breakthrough', 'in', 'plant', 'food', 'innovation', 'beyond', 'beef', 'made', 'from', 'simple', 'plant', 'ingredients', 'beyond', 'beef', 'delivers', 'on', 'the', 'taste', 'texture', 'and', 'versatility', 'of', 'ground', 'beef', 'without', 'the', 'baggage', 'learn', 'more', 'here', 'https', 'https'];[]
873;"Are you here at Natural Products Expo West? If so, come be among the first to taste the latest breakthrough in plant-based food innovation, #BeyondBeef! Hall E, Booth #5468

#expowest2019 https://t.co/1dttXQTnGM";[];['are', 'you', 'here', 'at', 'natural', 'products', 'expo', 'west', 'if', 'so', 'come', 'be', 'among', 'the', 'first', 'to', 'taste', 'the', 'latest', 'breakthrough', 'in', 'plant', 'food', 'innovation', 'beyondbeef', 'hall', 'e', 'booth', '5468', 'expowest2019', 'https'];['beyondbeef', '5468', 'expowest2019']
874;"The meat case is transforming. This is the #FutureofProtein 👊

#BeyondBeef coming later in 2019. If you’re here at #expowest, come be among the first to taste it! Booth 5468, Hall E https://t.co/6iI5oqhrAI";[];['the', 'meat', 'case', 'is', 'transforming', 'this', 'is', 'the', 'futureofprotein', 'beyondbeef', 'coming', 'later', 'in', '2019', 'if', 'you', 'here', 'at', 'expowest', 'come', 'be', 'among', 'the', 'first', 'to', 'taste', 'it', 'booth', '5468', 'hall', 'e', 'https'];['futureofprotein', 'beyondbeef', 'expowest']
875;@the_staggie We love you back!;['the_staggie'];['we', 'love', 'you', 'back'];[]
876;@LL108 @unionmarketrva So great to hear!;['ll108', 'unionmarketrva'];['so', 'great', 'to', 'hear'];[]
877;@the_staggie We love you too Justin. Thank you for existing.;['the_staggie'];['we', 'love', 'you', 'too', 'justin', 'thank', 'you', 'for', 'existing'];[]
878;@aHeatherSalerno Heather, happy to hear your son enjoyed The #BeyondBurger at @AwCanada.  Good news, our products are sold in grocery stores and restaurants across the US.  Check out our store locator to find one near you: https://t.co/26DDgD7f4G;['aheathersalerno', 'awcanada'];['heather', 'happy', 'to', 'hear', 'your', 'son', 'enjoyed', 'the', 'beyondburger', 'at', 'good', 'news', 'our', 'products', 'are', 'sold', 'in', 'grocery', 'stores', 'and', 'restaurants', 'across', 'the', 'us', 'check', 'out', 'our', 'store', 'locator', 'to', 'find', 'one', 'near', 'you', 'https'];['beyondburger']
879;@FlavorHouston @TonyGonzalez88 You can also find Beyond Meat in over 11,000 restaurants, hotels, universities, and beyond, mostly in the US, but our international business is growing here too. Check out our store locator to find a restaurant or grocery store near you: https://t.co/26DDgD7f4G;['flavorhouston', 'tonygonzalez88'];['you', 'can', 'also', 'find', 'beyond', 'meat', 'in', 'over', '11', 'restaurants', 'hotels', 'universities', 'and', 'beyond', 'mostly', 'in', 'the', 'us', 'but', 'our', 'international', 'business', 'is', 'growing', 'here', 'too', 'check', 'out', 'our', 'store', 'locator', 'to', 'find', 'a', 'restaurant', 'or', 'grocery', 'store', 'near', 'you', 'https'];[]
880;"It's true! Beyond Beef® - made from simple, plant-based ingredients, Beyond Beef delivers on the taste, texture and versatility of ground beef... without the baggage.

https://t.co/5EV9OiS16k";[];['it', 'true', 'beyond', 'beef', 'made', 'from', 'simple', 'plant', 'ingredients', 'beyond', 'beef', 'delivers', 'on', 'the', 'taste', 'texture', 'and', 'versatility', 'of', 'ground', 'beef', 'without', 'the', 'baggage', 'https'];[]
881;"Canada, say hello to your new best friend: The Beyond Meat Sausage &amp; Egger. Available exclusively at @AWCanada starting tomorrow, this brand new menu item is made with one of our latest breakthrough products - Beyond Breakfast Sausage! 

More info here ➡️ https://t.co/EQIIGPo4Eb https://t.co/RvXuGCOoA6";['awcanada'];['canada', 'say', 'hello', 'to', 'your', 'new', 'best', 'friend', 'the', 'beyond', 'meat', 'sausage', 'amp', 'egger', 'available', 'exclusively', 'at', 'starting', 'tomorrow', 'this', 'brand', 'new', 'menu', 'item', 'is', 'made', 'with', 'one', 'of', 'our', 'latest', 'breakthrough', 'products', 'beyond', 'breakfast', 'sausage', 'more', 'info', 'here', 'https', 'https'];[]
882;"@styrohome @AWCanada For a plant-based option order the Beyond Sausage &amp; Veggie - served with tomato and lettuce!";['styrohome', 'awcanada'];['for', 'a', 'plant', 'option', 'order', 'the', 'beyond', 'sausage', 'amp', 'veggie', 'served', 'with', 'tomato', 'and', 'lettuce'];[]
883;@mandabelleau Good news, Amanda! The Beyond Burger will be making its way to Canadian grocery stores later this year.;['mandabelleau'];['good', 'news', 'amanda', 'the', 'beyond', 'burger', 'will', 'be', 'making', 'its', 'way', 'to', 'canadian', 'grocery', 'stores', 'later', 'this', 'year'];[]
884;"It’s time to splurge on extra guac because @chronictacos just added Beyond Beef Crumbles to all 51 of their US menus. 🎉  

Learn how to beef up your #TacoTuesday here ➡️ https://t.co/B4B4REsbVM https://t.co/FW0WYy6OLn";['chronictacos'];['it', 'time', 'to', 'splurge', 'on', 'extra', 'guac', 'because', 'just', 'added', 'beyond', 'beef', 'crumbles', 'to', 'all', '51', 'of', 'their', 'us', 'menus', 'learn', 'how', 'to', 'beef', 'up', 'your', 'tacotuesday', 'here', 'https', 'https'];['tacotuesday']
885;"@NatalkaL @jannarden @AWCanada Bailey looks like a good girl, she deserves an ""accidental"" drop of The Beyond Burger 😉";['natalkal', 'jannarden', 'awcanada'];['bailey', 'looks', 'like', 'a', 'good', 'girl', 'she', 'deserves', 'an', 'accidental', 'drop', 'of', 'the', 'beyond', 'burger'];[]
886;@_PeachFaygo Can't wait to hear how much you enjoyed them!;['_peachfaygo'];['can', 'wait', 'to', 'hear', 'how', 'much', 'you', 'enjoyed', 'them'];[]
887;@RunCrissieRun @AnchorBrewing @Starbucks Nothing like some #BeyondSausage to fuel up for that 40-page paper!;['runcrissierun', 'anchorbrewing', 'starbucks'];['nothing', 'like', 'some', 'beyondsausage', 'to', 'fuel', 'up', 'for', 'that', '40', 'paper'];['beyondsausage']
888;@_PeachFaygo So great to hear!;['_peachfaygo'];['so', 'great', 'to', 'hear'];[]
889;@ajtxx @BurgerBeyond So happy you enjoyed The #BeyondBurger! It is sold in over 350 Tesco stores in the UK.  Check out our locator to find a location near you: https://t.co/26DDgDoPWe;['ajtxx', 'burgerbeyond'];['so', 'happy', 'you', 'enjoyed', 'the', 'beyondburger', 'it', 'is', 'sold', 'in', 'over', '350', 'tesco', 'stores', 'in', 'the', 'uk', 'check', 'out', 'our', 'locator', 'to', 'find', 'a', 'location', 'near', 'you', 'https'];['beyondburger']
890;@eatdrinkmb @allbarone Sounds like a great plan to us as well!;['eatdrinkmb', 'allbarone'];['sounds', 'like', 'a', 'great', 'plan', 'to', 'us', 'as', 'well'];[]
891;Demand for Beyond Sausage® Grows as Retailers Nationwide Stock The Plant-Based Links in The Meat Case | Business Wire https://t.co/mt5LXFfZYf;[];['demand', 'for', 'beyond', 'sausage', 'grows', 'as', 'retailers', 'nationwide', 'stock', 'the', 'plant', 'links', 'in', 'the', 'meat', 'case', 'business', 'wire', 'https'];[]
892;@aflyfellow Beyond Beef will be in stores in 2019. Stay up-to-date with our latest news by signing up for our newsletter: https://t.co/O2H2eu3BMX;['aflyfellow'];['beyond', 'beef', 'will', 'be', 'in', 'stores', 'in', '2019', 'stay', 'up', 'with', 'our', 'latest', 'news', 'by', 'signing', 'up', 'for', 'our', 'newsletter', 'https'];[]
893;#fridaymood https://t.co/x36FsK2D5N;[];['fridaymood', 'https'];['fridaymood']
894;Saving the environment and your wallet! Read more about Beyond Meat’s plans to make plant-based meat the more affordable choice @forbes https://t.co/CzBROUsaE2;['forbes'];['saving', 'the', 'environment', 'and', 'your', 'wallet', 'read', 'more', 'about', 'beyond', 'meat', 'plans', 'to', 'make', 'plant', 'meat', 'the', 'more', 'affordable', 'choice', 'https'];[]
895;@joesabin We appreciate the feedback, Joe! We recently shifted from a plastic to fully compostable tray for Beyond Sausage and are working on finding more environmentally friendly packaging for all of our products;['joesabin'];['we', 'appreciate', 'the', 'feedback', 'joe', 'we', 'recently', 'shifted', 'from', 'a', 'plastic', 'to', 'fully', 'compostable', 'tray', 'for', 'beyond', 'sausage', 'and', 'are', 'working', 'on', 'finding', 'more', 'environmentally', 'friendly', 'packaging', 'for', 'all', 'of', 'our', 'products'];[]
896;@peta 🍔🌱❤️;['peta'];[];[]
897;"We're bringing the Irish Pub to you this St. Paddy's Day with this Beyond Pub Burger. 🍀  

Check out the full recipe here➡️  https://t.co/R5Z9kGwmti https://t.co/AMIn0S91Il";[];['we', 'bringing', 'the', 'irish', 'pub', 'to', 'you', 'this', 'st', 'paddy', 'day', 'with', 'this', 'beyond', 'pub', 'burger', 'check', 'out', 'the', 'full', 'recipe', 'here', 'https', 'https'];[]
898;Happy #StPatricksDay! https://t.co/cn4pUndGVw;[];['happy', 'stpatricksday', 'https'];['stpatricksday']
899;"The Million Dollar Vegan, made our day by stopping by our HQ. If you haven't heard, this inspirational 12-year-old wrote a letter to the Pope to get him to go vegan for Lent.

Check out her visit here ⬇️ 
https://t.co/DzyTky1U4O";[];['the', 'million', 'dollar', 'vegan', 'made', 'our', 'day', 'by', 'stopping', 'by', 'our', 'hq', 'if', 'you', 'haven', 'heard', 'this', 'inspirational', '12', 'wrote', 'a', 'letter', 'to', 'the', 'pope', 'to', 'get', 'him', 'to', 'go', 'vegan', 'for', 'lent', 'check', 'out', 'her', 'visit', 'here', 'https'];[]
900;@kingdomofben @HonestSeth Thanks for reaching out Ben, we are happy to share the #BeyondBurger is now available at @ottosburger in Germany! Check out our store locator to find a location near you. https://t.co/26DDgDoPWe;['kingdomofben', 'honestseth', 'ottosburger'];['thanks', 'for', 'reaching', 'out', 'ben', 'we', 'are', 'happy', 'to', 'share', 'the', 'beyondburger', 'is', 'now', 'available', 'at', 'in', 'germany', 'check', 'out', 'our', 'store', 'locator', 'to', 'find', 'a', 'location', 'near', 'you', 'https'];['beyondburger']
901;@barkingonion @TakeItEasyTocci There are countless ways to prepare #BeyondSausage. Check out our recipe page for some tasty meal inspo! https://t.co/A7Hy30pGLg;['barkingonion', 'takeiteasytocci'];['there', 'are', 'countless', 'ways', 'to', 'prepare', 'beyondsausage', 'check', 'out', 'our', 'recipe', 'page', 'for', 'some', 'tasty', 'meal', 'inspo', 'https'];['beyondsausage']
902;@victorygirl Thanks for your support, Cheri! Glad we could help.;['victorygirl'];['thanks', 'for', 'your', 'support', 'cheri', 'glad', 'we', 'could', 'help'];[]
903;@Baphometta_ Yum! Thanks for your support 😍;['baphometta_'];['yum', 'thanks', 'for', 'your', 'support'];[]
904;@steelerfanation @AWCanada Happy you love the Beyond Meat Sausage Egger!;['steelerfanation', 'awcanada'];['happy', 'you', 'love', 'the', 'beyond', 'meat', 'sausage', 'egger'];[]
905;"Nothing says #TacoTuesday like... tostadas! 

Check out this tasty Beyond Burger tostada recipe made by @nutfreevegan  here ➡️ https://t.co/sor2zpKAMf https://t.co/ICqUBs8NXd";['nutfreevegan'];['nothing', 'says', 'tacotuesday', 'like', 'tostadas', 'check', 'out', 'this', 'tasty', 'beyond', 'burger', 'tostada', 'recipe', 'made', 'by', 'here', 'https', 'https'];['tacotuesday']
906;Best way to celebrate the #firstdayofspring?;[];['best', 'way', 'to', 'celebrate', 'the', 'firstdayofspring'];['firstdayofspring']
907;@chasityyxo We are too 😉;['chasityyxo'];['we', 'are', 'too'];[]
908;We 👀 you @KyrieIrving #BeyondAmbassador https://t.co/lvrLcnA8bg;['kyrieirving'];['we', 'you', 'beyondambassador', 'https'];['beyondambassador']
909;@nutfreevegan We have 😋;['nutfreevegan'];['we', 'have'];[]
910;#BeyondBurger spotted at Dodger Stadium 👀 https://t.co/XWZJ4VaAUy;[];['beyondburger', 'spotted', 'at', 'dodger', 'stadium', 'https'];['beyondburger']
911;@Dodgers 👀;['dodgers'];[];[]
912;@4n6rules Yes 🥳 We make 100% plant-based meats like the #BeyondBurger and #BeyondSausage.  Check out all of our products here: https://t.co/BwooIfeWQc;['4n6rules'];['yes', 'we', 'make', '100', 'plant', 'meats', 'like', 'the', 'beyondburger', 'and', 'beyondsausage', 'check', 'out', 'all', 'of', 'our', 'products', 'here', 'https'];['beyondburger', 'beyondsausage']
913;@thebrycekmills @DodgerStadiumFB @redturn2 Same.;['thebrycekmills', 'dodgerstadiumfb', 'redturn2'];['same'];[]
914;"Our favorite model - The Beyond Famous Star from @CarlsJr.
📸: @TheNaughtyFork https://t.co/gLGd51IU7G";['carlsjr', 'thenaughtyfork'];['our', 'favorite', 'model', 'the', 'beyond', 'famous', 'star', 'from', 'https'];[]
915;"Making animals and humans alike happy.  Read more about Beyond Meat’s plans to make plant-based meat the more affordable choice. @forbes

https://t.co/qzVJsDesbv";['forbes'];['making', 'animals', 'and', 'humans', 'alike', 'happy', 'read', 'more', 'about', 'beyond', 'meat', 'plans', 'to', 'make', 'plant', 'meat', 'the', 'more', 'affordable', 'choice', 'https'];[]
916;@narendra @CarlsJr Wow, nice job! We only did the last part 😋;['narendra', 'carlsjr'];['wow', 'nice', 'job', 'we', 'only', 'did', 'the', 'last', 'part'];[]
917;Same. https://t.co/cvZI7yVlpj;[];['same', 'https'];[]
918;Los Angeles @Dodgers unveil mouthwatering food options (Hello Beyond Burger!!!) for upcoming season https://t.co/6IKoON5TTT via @abc7;['dodgers', 'abc7'];['los', 'angeles', 'unveil', 'mouthwatering', 'food', 'options', 'hello', 'beyond', 'burger', 'for', 'upcoming', 'season', 'https', 'via'];[]
919;"That moment you bite into #BeyondSausage for the first time.
📸: @veganmechanic https://t.co/ppScMuiOWK";['veganmechanic'];['that', 'moment', 'you', 'bite', 'into', 'beyondsausage', 'for', 'the', 'first', 'time', 'https'];['beyondsausage']
920;"""Beyond Meat is going to be huge this year throughout the building.” - Executive Chef Ryan Evans at Dodger Stadium https://t.co/EamXw4ENJh";[];['beyond', 'meat', 'is', 'going', 'to', 'be', 'huge', 'this', 'year', 'throughout', 'the', 'building', 'executive', 'chef', 'ryan', 'evans', 'at', 'dodger', 'stadium', 'https'];[]
921;@MagnificentVee We love you.;['magnificentvee'];['we', 'love', 'you'];[]
922;#GoBeyond Play of the Week @CP3. https://t.co/PIx4EZKID2;['cp3'];['gobeyond', 'play', 'of', 'the', 'week', 'https'];['gobeyond']
923;"MLB's leading stadiums #GoBeyond on #OpeningDay.  

Learn more about which ballparks are serving up your favorite Beyond Meat options here➡️https://t.co/N4aVKPDTdr

@Dodgers @Mariners @Yankees @Angels @Royals @Astros @Rangers https://t.co/qmbQodoHW5";['dodgers', 'mariners', 'yankees', 'angels', 'royals', 'astros', 'rangers'];['mlb', 'leading', 'stadiums', 'gobeyond', 'on', 'openingday', 'learn', 'more', 'about', 'which', 'ballparks', 'are', 'serving', 'up', 'your', 'favorite', 'beyond', 'meat', 'options', 'here', 'https'];['gobeyond', 'openingday']
924;@zoebchance We're blushing ☺️;['zoebchance'];['we', 'blushing'];[]
925;@KennyL4brecque Thanks Kenny. You're awesome!;['kennyl4brecque'];['thanks', 'kenny', 'you', 'awesome'];[]
926;@AshleyBlaine https://t.co/pLjJfl3Ldh;['ashleyblaine'];['https'];[]
927;#Freezergoals https://t.co/sfRL6Bky0D;[];['freezergoals', 'https'];['freezergoals']
928;@barquebbq Also not a joke: we are sprinting over. It looks so delicious!;['barquebbq'];['also', 'not', 'a', 'joke', 'we', 'are', 'sprinting', 'over', 'it', 'looks', 'so', 'delicious'];[]
929;@emlavs @AWCanada Hopefully all happy tears!;['emlavs', 'awcanada'];['hopefully', 'all', 'happy', 'tears'];[]
930;@ilovemyvegangf The possibilities are endless. Check out how you can join our team here. https://t.co/Ozi7OEOgxF;['ilovemyvegangf'];['the', 'possibilities', 'are', 'endless', 'check', 'out', 'how', 'you', 'can', 'join', 'our', 'team', 'here', 'https'];[]
931;@weird_honey11 Such a tasty addiction!;['weird_honey11'];['such', 'a', 'tasty', 'addiction'];[]
932;#MondayMood https://t.co/vJ0YXG165K;[];['mondaymood', 'https'];['mondaymood']
933;@Saroasha ☺️❤️;['saroasha'];[];[]
934;@sydneynycole @CarlsJr We have! It's delicious, but we're slightly bias 😋;['sydneynycole', 'carlsjr'];['we', 'have', 'it', 'delicious', 'but', 'we', 'slightly', 'bias'];[]
935;@KateGrace_97 @MythicalChef We might not be the @MythicalChef but we're here to help! Check out our recipe page to see delicious ways to cook up your #BeyondSausage. Enjoy! https://t.co/A7Hy30pGLg;['kategrace_97', 'mythicalchef', 'mythicalchef'];['we', 'might', 'not', 'be', 'the', 'but', 'we', 'here', 'to', 'help', 'check', 'out', 'our', 'recipe', 'page', 'to', 'see', 'delicious', 'ways', 'to', 'cook', 'up', 'your', 'beyondsausage', 'enjoy', 'https'];['beyondsausage']
936;"It's even more beautiful if you tilt your head to the right. 😏 
📸 : @Bareburger https://t.co/tl5UcW0dH6";['bareburger'];['it', 'even', 'more', 'beautiful', 'if', 'you', 'tilt', 'your', 'head', 'to', 'the', 'right', 'https'];[]
937;@neopacket Sounds like a great grocery trip! Excited for you to try our products. Check out tasty Beyond Meat recipes here: https://t.co/A7Hy30pGLg;['neopacket'];['sounds', 'like', 'a', 'great', 'grocery', 'trip', 'excited', 'for', 'you', 'to', 'try', 'our', 'products', 'check', 'out', 'tasty', 'beyond', 'meat', 'recipes', 'here', 'https'];[]
938;"Tonight. 
@GhettoGastro https://t.co/mtZSnsQFP7";['ghettogastro'];['tonight', 'https'];[]
939;"We’re excited to announce we've expanded our presence in the culinary world of Singapore. Singaporeans can now pick up Beyond Burgers in dozens of grocers across the country!

Check out where you can find it below. #GoBeyond
https://t.co/3dUdjN1VDh";[];['we', 'excited', 'to', 'announce', 'we', 'expanded', 'our', 'presence', 'in', 'the', 'culinary', 'world', 'of', 'singapore', 'singaporeans', 'can', 'now', 'pick', 'up', 'beyond', 'burgers', 'in', 'dozens', 'of', 'grocers', 'across', 'the', 'country', 'check', 'out', 'where', 'you', 'can', 'find', 'it', 'below', 'gobeyond', 'https'];['gobeyond']
940;@OliviasSantiago We've got a good feeling 😉;['oliviassantiago'];['we', 'got', 'a', 'good', 'feeling'];[]
941;When you hit a buzzer beater from way BEYOND the half court line 🙌 @CP3 #BeyondAmbassador https://t.co/hV05AKFo10;['cp3'];['when', 'you', 'hit', 'a', 'buzzer', 'beater', 'from', 'way', 'beyond', 'the', 'half', 'court', 'line', 'beyondambassador', 'https'];['beyondambassador']
942;@DirtyVegazine @honestburgers @rubiesinrubble Someone needs to invent a device that lets us  taste through photos 🤤;['dirtyvegazine', 'honestburgers', 'rubiesinrubble'];['someone', 'needs', 'to', 'invent', 'a', 'device', 'that', 'lets', 'us', 'taste', 'through', 'photos'];[]
943;@Saroasha Yes it does 🙌;['saroasha'];['yes', 'it', 'does'];[]
944;@ziyatong We thank you for this.;['ziyatong'];['we', 'thank', 'you', 'for', 'this'];[]
945;Big Shout out to culinary collective, @ghettogastro, for helping us bring #BeyondBeef to the Bronx last night. Ghetto Gastro's Beyond Beef dishes were on another level and made us even more excited to introduce our latest breakthrough product to the world!  #GoBeyond https://t.co/EszrHr3LKD;['ghettogastro'];['big', 'shout', 'out', 'to', 'culinary', 'collective', 'for', 'helping', 'us', 'bring', 'beyondbeef', 'to', 'the', 'bronx', 'last', 'night', 'ghetto', 'gastro', 'beyond', 'beef', 'dishes', 'were', 'on', 'another', 'level', 'and', 'made', 'us', 'even', 'more', 'excited', 'to', 'introduce', 'our', 'latest', 'breakthrough', 'product', 'to', 'the', 'world', 'gobeyond', 'https'];['beyondbeef', 'gobeyond']
946;@SportsCenter Our #BeyondAmbassador making us proud.;['sportscenter'];['our', 'beyondambassador', 'making', 'us', 'proud'];['beyondambassador']
947;@Zainab73 @MiyokosCreamery We're inviting ourselves over for dinner tonight!;['zainab73', 'miyokoscreamery'];['we', 'inviting', 'ourselves', 'over', 'for', 'dinner', 'tonight'];[]
948;@WaltonDustinM @WholeFoods Happy Birthday Dustin!;['waltondustinm', 'wholefoods'];['happy', 'birthday', 'dustin'];[]
949;@whitby88 @Stephlovesjays @AWCanada @EstherThePig Looks like the perfect birthday lunch!;['whitby88', 'stephlovesjays', 'awcanada', 'estherthepig'];['looks', 'like', 'the', 'perfect', 'birthday', 'lunch'];[]
950;@meatymcsorley @bunnysnack @bobbystockings @VeggieGrill Love all of this😂;['meatymcsorley', 'bunnysnack', 'bobbystockings', 'veggiegrill'];['love', 'all', 'of', 'this'];[]
951;@lopezgovlaw @CannibalQueen21 Burrito rolling... a very useful skill to master, congratulations!;['lopezgovlaw', 'cannibalqueen21'];['burrito', 'rolling', 'a', 'very', 'useful', 'skill', 'to', 'master', 'congratulations'];[]
952;@BonVegetit @FieldRoast @always5star @Julianna_glass @hmgivingsoul @KKEntGroup @GrnLakeGirl @Jessicasquared9 @SteveKubota @tonyriccawwe @winetraveleats Looks so tasty!;['bonvegetit', 'fieldroast', 'always5star', 'julianna_glass', 'hmgivingsoul', 'kkentgroup', 'grnlakegirl', 'jessicasquared9', 'stevekubota', 'tonyriccawwe', 'winetraveleats'];['looks', 'so', 'tasty'];[]
953;"May your weekend be filled with plates full of Tuscan Style Beyond Sausage Pasta.  
Brand new recipe here ➡️ https://t.co/CglPwhwbqE https://t.co/e0bQXpJEZN";[];['may', 'your', 'weekend', 'be', 'filled', 'with', 'plates', 'full', 'of', 'tuscan', 'style', 'beyond', 'sausage', 'pasta', 'brand', 'new', 'recipe', 'here', 'https', 'https'];[]
954;@uniquepoem It's okay. We are too!;['uniquepoem'];['it', 'okay', 'we', 'are', 'too'];[]
955;"So many #MLB stadiums are going BEYOND. Find out which ballparks are serving up your favorite Beyond Meat products below ⬇️ 
https://t.co/vQr8trMRTT";[];['so', 'many', 'mlb', 'stadiums', 'are', 'going', 'beyond', 'find', 'out', 'which', 'ballparks', 'are', 'serving', 'up', 'your', 'favorite', 'beyond', 'meat', 'products', 'below', 'https'];['mlb']
956;"No Sunday scaries here. 
https://t.co/4GpQV3Rmtl";[];['no', 'sunday', 'scaries', 'here', 'https'];[]
957;"Coming soon...
@CP3 #GoBeyond https://t.co/QqBLJZX9kx";['cp3'];['coming', 'soon', 'gobeyond', 'https'];['gobeyond']
958;@darlingboymusic Hopefully your first of many!;['darlingboymusic'];['hopefully', 'your', 'first', 'of', 'many'];[]
959;@cooperash_85 Hey Ashley, our products are in over 25,000 retail stores nationwide! Check out our locator to find the closest retailer near you: https://t.co/26DDgDoPWe;['cooperash_85'];['hey', 'ashley', 'our', 'products', 'are', 'in', 'over', '25', 'retail', 'stores', 'nationwide', 'check', 'out', 'our', 'locator', 'to', 'find', 'the', 'closest', 'retailer', 'near', 'you', 'https'];[]
960;@DanDan07 Good news, our products are sold in more than 2,500 retail stores across the US! Check out our locator to find a store near you: https://t.co/26DDgDoPWe;['dandan07'];['good', 'news', 'our', 'products', 'are', 'sold', 'in', 'more', 'than', '2', 'retail', 'stores', 'across', 'the', 'us', 'check', 'out', 'our', 'locator', 'to', 'find', 'a', 'store', 'near', 'you', 'https'];[]
961;@berhett_ Good news is coming soon, stay tuned!;['berhett_'];['good', 'news', 'is', 'coming', 'soon', 'stay', 'tuned'];[]
962;🚨🚨🚨 https://t.co/vcmqCghAks;[];['https'];[]
963;@plantslayer83 Working on it. Should have exciting updates for you soon!;['plantslayer83'];['working', 'on', 'it', 'should', 'have', 'exciting', 'updates', 'for', 'you', 'soon'];[]
964;@AllyBurnett Sounds delicious, Ally! We have some brand new recipes coming soon that we think you'll enjoy! Stay tuned and find more recipes here:  https://t.co/A7Hy30pGLg;['allyburnett'];['sounds', 'delicious', 'ally', 'we', 'have', 'some', 'brand', 'new', 'recipes', 'coming', 'soon', 'that', 'we', 'think', 'you', 'enjoy', 'stay', 'tuned', 'and', 'find', 'more', 'recipes', 'here', 'https'];[]
965;@GamesShed @Justingalore Always love a nice #dadjoke!;['gamesshed', 'justingalore'];['always', 'love', 'a', 'nice', 'dadjoke'];['dadjoke']
966;@kristaflentje @LaurenLoGrasso Magic!;['kristaflentje', 'laurenlograsso'];['magic'];[]
967;@HoveSweetHove99 Check out our locator for a full list of grocery stores and restaurants that carry the Beyond Burger: https://t.co/26DDgD7f4G;['hovesweethove99'];['check', 'out', 'our', 'locator', 'for', 'a', 'full', 'list', 'of', 'grocery', 'stores', 'and', 'restaurants', 'that', 'carry', 'the', 'beyond', 'burger', 'https'];[]
968;@Runningman1111 @MCG2000 @Mets @CitiField To clarify, since this screenshot was taken (2013), we've expanded our product line and currently only our Beyond Sausage is Kosher certified. We hope to expand our kosher certification to other products later this year.;['runningman1111', 'mcg2000', 'mets', 'citifield'];['to', 'clarify', 'since', 'this', 'screenshot', 'was', 'taken', '2013', 'we', 'expanded', 'our', 'product', 'line', 'and', 'currently', 'only', 'our', 'beyond', 'sausage', 'is', 'kosher', 'certified', 'we', 'hope', 'to', 'expand', 'our', 'kosher', 'certification', 'to', 'other', 'products', 'later', 'this', 'year'];[]
969;"As a Beyond Ambassador, NBA star and head of the NBA Players Association, @CP3 leads by example in everything he does. 

“What I put in my body matters now more than ever. As a parent, I’m always reminded of that. And to #GoBeyond in everything I do.""

➡️ https://t.co/T0PhHgVG7N https://t.co/0CDXP6EIOW";['cp3'];['as', 'a', 'beyond', 'ambassador', 'nba', 'star', 'and', 'head', 'of', 'the', 'nba', 'players', 'association', 'leads', 'by', 'example', 'in', 'everything', 'he', 'does', 'what', 'i', 'put', 'in', 'my', 'body', 'matters', 'now', 'more', 'than', 'ever', 'as', 'a', 'parent', 'i', 'always', 'reminded', 'of', 'that', 'and', 'to', 'gobeyond', 'in', 'everything', 'i', 'do', 'https', 'https'];['gobeyond']
