,date,year,month,day,author,title,article,url,section,publication
180,2018-01-02 00:00:00,2018,1.0,2,Ron Bousso,BP sets $1.5 billion charge for U.S tax changes but sees long-term boost,"LONDON (Reuters) - Oil giant BP (BP.L) will take a one-off $1.5 billion charge to adjust to new U.S. tax rules, but expects a long-term boost from the corporate-friendly tax rates, it said on Tuesday. BP’s rival Royal Dutch Shell (RDSa.L) said last week it would incur a one-off charge of $2-$2.5 billion for the U.S. tax changes. Like BP, Shell and many other international companies said they expected a long-term positive impact to U.S. earnings from the massive $1.5 trillion tax overhaul that U.S. President Donald Trump signed into law last month. It cuts the corporate rate from 35 percent to 21 percent and temporarily reduces the tax burden for most individuals as well. But BP said that in the short term, lower tax rates will affect its deferred tax assets and liabilities, resulting in a one-off, non-cash charge of $1.5 billion to its 2017 fourth quarter results which are due to be announced on Feb. 8. “The ultimate impact of the change in the U.S. corporate income tax rate is subject to a number of complex provisions in the legislation which BP is reviewing,” BP said in a statement. The British company’s shares closed down about 1 percent on Tuesday. The adjustment will not affect BP’s cash flow in the fourth quarter. Exxon Mobil Corp (XOM.N), the world’s largest publicly traded oil producer, declined to comment on how the U.S. tax changes would financially affect it. Chevron Corp (CVX.N) said it was studying the changes but still plans to invest $8 billion in the United States this year. Deferred tax assets refer in some cases to a company overpaying taxes in advance and then getting them back in the form of tax relief. BP has large operations in oil and gas production in the Gulf of Mexico and onshore shale operations as well as refineries that can process up to 746,000 barrels per day of crude oil, according to its website. On Dec. 22, Trump signed the tax overhaul into law, cutting tax rates for businesses and offering some temporary cuts for some individuals and families. Additional reporting by Arathy S Nair in Bengaluru and Ernest Scheyder in Houston; Editing by David Goodman, Mark Potter and David Gregorio",https://www.reuters.com/article/bp-outlook-tax/update-4-bp-sets-15-bln-charge-for-us-tax-changes-but-sees-long-term-boost-idUSL8N1OX0LZ,Business News,Reuters
181,2017-03-08 00:00:00,2017,3.0,8,Jim Christie,"Bankrupt Azure Midstream, BP at odds over sale of assets","Bankrupt natural gas gatherer and processor Azure Midstream Partners LP is heading to a possible showdown with an affiliate of oil giant BP PLC over its planned asset sale. Azure, which filed for Chapter 11 bankruptcy on Jan. 30, last month said it plans to sell itself on Friday. Houston-based M5 Midstream LLC is serving as stalking-horse, opening the bidding at $151.1 million for Dallas-based Azure. To read the full story on WestlawNext Practitioner Insights, click here: bit.ly/2m3Wl45",http://www.reuters.com/article/bankruptcy-azuremidstream-idUSL2N1GL27R,Westlaw News,Reuters
182,2017-02-14 00:00:00,2017,2.0,14,,BP says U.S. shale oil output to keep a check on spike in oil prices,"CAIRO, Feb 14 (Reuters) - BP’s CEO said on Tuesday that U.S. shale oil production will keep a check on any spikes in oil prices. Bob Dudley, speaking at an media conference, also said he sees about $55-60 per barrel as a healthy price for crude oil. Egypt has gone from exporting energy to being a net importer as domestic output has failed to keep pace with rising demand. (Reporting by Lin Noueihed and Eric Knecht; Editing by Louise Ireland)",http://www.reuters.com/article/egypt-energy-idUSC6N1DT012,Market News,Reuters
183,2018-12-19 00:00:00,2018,12.0,19,"Ron Bousso, Clara Denina, David French",BP launches $3 billion sale of U.S. onshore assets to fund BHP deal: sources,"LONDON/NEW YORK (Reuters) - Britain’s BP has launched the sale of U.S. oil and gas onshore assets that could raise more than $3 billion to help pay for other fields in the United States it bought in October from BHP (BHP.AX), industry and banking sources said. The sale proceeds will partly fund the $10.5 billion acquisition of BHP’s onshore assets that are mostly around oil-producing fields in Texas and Louisiana. BP had said it would sell $5 billion to $6 billion to finance the deal. The London-listed firm wants to focus on production from its holdings in the Permian and Eagle Ford basins to match rivals Exxon Mobil (XOM.N) and Chevron (CVX.N) whose production there is set to rise sharply in coming years. BP’s onshore business, which it has rebranded as BPX, sent out information packages last week on the assets it was selling and its representatives held a meeting in New York with the management teams of potential buyers, the sources said.     This follows a series of informal talks the company held with private equity firms since the end of November aimed at gauging interest in the assets, two of the sources said.     Interested parties include U.S. buyout funds Carlyle (CG.O) and Warburg Pincus, one of the sources said.     BP, which sources said was not using a banking advisor on the sale, declined to comment. Carlyle and Warburg Pincus were not immediately available for comment. Investors have been stepping up pressure on publicly traded oil firms to curb spending and boost returns. “That pressure is taking public companies out of the universe of buyers in the market, creating opportunities for private-equity companies,” said Andrew Dittmar, an M&A analyst at researcher Drillinginfo. Private equity firms such as Ascent Resources, Aethon Energy Management and Encino Acquisition Partners have all made large purchases of oil-producing assets this year. BP is offering seven packages, all of them consisting of shale assets it held before the BHP deal, two of the sources said.     Those include fields in the San Juan basin which straddles the Colorado-New Mexico border, the Cotton Valley field in East Texas, the Arkoma and Anadarko basins in Oklahoma, and the Wamsutter basin in Wyoming. There are a small number of non-operated stakes being offloaded, the sources said.     The most attractive pieces are thought to be the San Juan assets, which include around 9,000 operated and non-operated wells and were the backbone of BP’s U.S. onshore operations prior to the BHP deal, along with the Wamsutter basin. (For a graphic on 'BP U.S. onshore assets sales' click tmsnrt.rs/2S57CAZ) The sales document says the entire portfolio generates around $700 million in operating cashflow a year.     Most of the assets are gas-rich, which could deter some investors at a time when the abundance of gas production across the United States has pushed down prices for the fuel. The Permian, encompassing parts of Texas and New Mexico, is at the heart of the U.S. shale boom and has some of the lowest production costs in North America, which is valuable when U.S. WTI crude prices CLc1 have slumped almost 40 percent since reaching a peak in October. <O/R>     U.S. shale production is forecast to hit 8.2 million bpd in January, according to the U.S. Energy Department, as hydraulic fracturing, or fracking, drives U.S. output to a record 11.7 million barrels per day (bpd), making it the world’s biggest crude producer. Additional reporting by Gary McWilliams in Houston, David Gaffen in New York; Editing by Edmund Blair",https://www.reuters.com/article/ma-bp-shale/bp-launches-3-bln-sale-of-us-onshore-assets-to-fund-bhp-deal-sources-idUSL8N1YO2AY,Business News,Reuters
184,2016-02-29 00:00:00,2016,2.0,29,,BP says 2015 oil output in Azeri projects down to 31.3 million T,"BAKU (Reuters) - Oil output at BP-led oilfields in Azerbaijan in 2015 edged down to 31.3 million tonnes from 31.5 million tonnes the previous year, BP-Azerbaijan said on Monday. Falling oil production at the Azeri-Chirag-Guneshli (ACG) oilfields, which account for most of Azerbaijan’s output, has raised concern in the former Soviet republic. Reporting by Nailia Bagirova; writing by Margarita Antidze and Maria Kiselyova; editing by Dmitry Solovyov",http://www.reuters.com/article/us-bp-azerbaijan-output-idUSKCN0W214L,Commodities,Reuters
185,2018-01-30 00:00:00,2018,1.0,30,,Poland's PKO BP plans subordinate bonds worth up to PLN 1 bln,"WARSAW, Jan 30 (Reuters) - Poland’s largest bank by assets PKO BP said on Tuesday it plans to issue 10-year subordinate bonds worth up to 1 billion zlotys ($299.51 million). It said that funds raised would go towards Tier 2 supplementary capital. ($1 = 3.3388 zlotys) (Reporting by Anna Koper and Justyna Pawlak; Writing by Lidia Kelly)",https://www.reuters.com/article/pko-debt-bonds/polands-pko-bp-plans-subordinate-bonds-worth-up-to-pln-1-bln-idUSL8N1PP4FM,Financials,Reuters
186,2016-04-14 00:00:00,2016,4.0,14,Valerie Volcovici,"Six years after BP spill, U.S. sets new offshore oil safety rules","WASHINGTON, April 14 (Reuters) - The Obama administration on Thursday unveiled new oil well control rules to prevent the kind of blowout that happened six years ago on a BP Plc rig in the Gulf of Mexico. The Interior Department’s Bureau of Safety and Environmental Enforcement announced the finalized regulations, which include more stringent design requirements and operational procedures for offshore U.S. oil and gas operations. The new standards come nearly six years after a deadly explosion and fire on the Deepwater Horizon oil rig off the cost of Louisiana, which led to the worst oil spill of all time. The Macondo well blowout and the fire on the Deepwater Horizon drilling rig on April 20, 2010, killed 11 workers. “The well control rule is a vital part of our extensive reform agenda to strengthen, update and modernize our offshore energy program using lessons learned from Deepwater Horizon,” said Interior Secretary Sally Jewell. To improve the “culture of safety” on oil rigs and prevent future spills or blowouts, the new rule tightens requirements for blowout preventers, well design, well control casing, cementing and sub-sea containment. It also calls for real-time monitoring, third party reviews of equipment, regular inspections and safe drilling margin requirements. “We listened extensively to industry and other stakeholders and heard their concerns loud and clear,” said Assistant Secretary for Land and Minerals Management Janice Schneider. “This rule includes both prescriptive and performance-based standards.” Ocean protection advocacy group Oceana said that since Congress did not enact legislation to improve offshore drilling safety, the new standards by the Interior Department were “a significant improvement over the status quo.” Oceana Vice President Jacqueline Savitz said many measures in the final rule were standards already used by industry. The Interior Department bureau has reported that offshore drilling caused at least 1,066 injuries, 496 fires and explosions, 22 losses of well control, 11 big oil spills and 11 fatalities since the Deepwater Horizon accident. “The only way to truly ensure there will never be another disaster of the magnitude of Deepwater Horizon is to stop drilling offshore,” Savitz said. (Reporting by Valerie Volcovici; Editing by Lisa Von Ahn)",http://www.reuters.com/article/usa-oil-safety-idUSL2N17H1JM,Intel,Reuters
187,2016-04-14 00:00:00,2016,4.0,14,Valerie Volcovici,"Six years after BP spill, U.S. sets new offshore oil safety rules","WASHINGTON (Reuters) - The Obama administration on Thursday unveiled new oil well control rules to prevent the kind of blowout that happened six years ago on a BP Plc rig in the Gulf of Mexico. The Interior Department’s Bureau of Safety and Environmental Enforcement announced the finalized regulations, which include more stringent design requirements and operational procedures for offshore oil and gas operations. The new standards come nearly six years after a deadly explosion and fire on the Deepwater Horizon oil rig off the cost of Louisiana, which led to the worst oil spill of all time. The Macondo well blowout and the fire on April 20,2010 killed 11 workers. Interior Secretary Sally Jewell told reporters the rule took six years to complete because the agency wanted to understand the root cause of the disaster. “There are a number of things that went wrong,” she said. “It was important that we understood those things and the evolution of technology.” The Interior Department said it took into account industry and other stakeholder feedback since it first proposed the rule last April. To improve the “culture of safety” on oil rigs and prevent future spills or blowouts, the new rule tightens requirements for blowout preventers, well design, well control casing, cementing and sub-sea containment. It also calls for real-time monitoring, third party reviews of equipment, regular inspections and safe drilling margin requirements. The agency estimates the new rule would cost the industry $890 million over a 10-year period, but would yield $1.5 billion in benefits. Republican Louisiana Senator David Vitter slammed what he called an “overarching” rule that would “kick our oil and gas industry while it’s down.” Industry lobby group the American Petroleum Institute said it is still reviewing the document, but said technical problems in the initial proposal could cause unintended consequences if they remain. Offshore drilling has seen at least 1,066 injuries, 496 fires and explosions, 22 losses of well control, 11 big oil spills and 11 fatalities since the Deepwater Horizon accident, according to the Interior Department. Jacqueline Savitz, vice president of the ocean protection advocacy group Oceana, said the new standards were “a significant improvement over the status quo” since Congress has not passed legislation to improve offshore drilling safety but are “absolutely not sufficient to protect our oceans.” Earlier this month, a federal judge in New Orleans approved BP’s $20 billion settlement, paving the way for Gulf restoration to begin.",http://www.reuters.com/article/usa-oil-safety-idUSL2N17H29H,U.S. Legal News,Reuters
188,2016-01-02 00:00:00,2016,1.0,2,,Oil prices could hit low point in first quarter: BP's Dudley,"LONDON (Reuters) - The slump in global oil prices could hit bottom in early 2016 although prices are likely to remain low for the next couple of years, BP (BP.L) Chief Executive Officer Bob Dudley said. “A low point could be in the first quarter,” Dudley said in BBC radio interview broadcast on Saturday. Brent crude prices fell by 34 percent last year after shedding 48 percent in 2014. The plunge in global oil prices has pushed inflation close to or below zero in many countries, helping consumers but wrong-footing central banks. Dudley said a more natural balance between supply and demand could come back in the third and fourth quarter of this year, after which stock levels could start to wear off. “Prices are going to stay lower for longer, we have said it and I think we are in this for a couple of years. For sure, there is a boom-and-bust cycle here,” Dudley said. Dudley also said he did not agree with Bank of England Governor Mark Carney’s use of the term “stranded assets” to describe oil and gas reserves held by companies but which may prove unviable as the world moves to a low-carbon economy. Carney used the phrase in a speech in September in which he called on companies to be more open about their “climate change footprint” to avoid abrupt changes in asset prices that could destabilize markets. “I think the term overstates it quite frankly and I have spoken to the governor about it and I have questioned that term,” Dudley said in the interview. BP shareholders were already aware of the viability of the company’s assets which were only counted as reserves if they were economic, he said. Writing by William Schomberg; Editing by Catherine Evans",http://www.reuters.com/article/us-bp-dudley-prices-idUSKBN0UG04K20160102,Business News,Reuters
189,2019-02-13 00:00:00,2019,2.0,13,,BHP's board approves funding for BP-led U.S. oil project,"(Reuters) - BHP Group, the world’s largest miner, said on Wednesday its board has approved $696 million in funding to expand production at the BP PLC-led Atlantis oil project in the U.S. Gulf of Mexico. The move comes about a month after London-listed oil and gas major BP discovered further oil prospects in the Gulf of Mexico, including additional oil in the Atlantis field. BP said the total cost of developing the project would be around $1.3 billion. BP has a 56 percent interest in the Atlantis field, while BHP holds the remaining 44 percent. First production for the project is expected in 2020, BHP said in a statement, and is expected to increase production by about 38,000 barrels of oil equivalent per day at its peak. BHP said it had also approved $256 million in funding for additional drilling and study at its 60 percent-held Trion field in Mexico. The Mexican government-owned PEMEX holds the rest of Trion. BHP’s Australian shares ended 0.6 percent lower, while the benchmark fell about 0.3 percent Reporting by Ambar Warrick in Bengaluru; editing by Richard Pullin",https://www.reuters.com/article/bhp-atlantis-project-bp/update-1-bhps-board-approves-funding-for-bp-led-us-oil-project-idUSL3N20825A,Commodities,Reuters
190,2017-07-18 00:00:00,2017,7.0,18,,BP considering IPO of U.S. pipeline assets -statement,"July 18 (Reuters) - BP is considering spinning off certain U.S. pipeline assets in the U.S. Gulf and Midwest in an initial public offering, the company said in a statement on Tuesday. The potential IPO would structure the assets as a master limited partnership (MLP), a frequently used corporate structure for pipeline companies. Reporting By Jessica Resnick Ault; Editing by Cynthia
Osterman",https://www.reuters.com/article/bp-ipo-pipeline-idUSL1N1K91SR,Market News,Reuters
191,2019-02-04 00:00:00,2019,2.0,4,,Aker BP finds up to 153 million barrels of oil equivalents in North Sea,"OSLO (Reuters) - Aker BP has discovered an oil and gas reservoir while drilling near its Alvheim field in the North Sea, the Norwegian firm said on Monday. Known as Froskelaar (Frog’s Leg) Main, the reservoir is estimated to hold between 45 million and 153 million barrels of oil equivalents, and may straddle Norway’s maritime border with Britain, the company added. “The drilling operation will continue, and a comprehensive data collection program will be performed to determine the size and quality of the discovery,” Aker BP said in a statement. When reserves are found to stretch across the British-Norwegian offshore border, the two nations share the revenue from production based on estimates of how much oil and gas is located on each side. Aker BP is operator of the license with a 60 percent stake, while Sweden’s Lund Petroleum and Eni’s Vaar Energi each hold 20 percent. Aker BP is 40 percent owned by Norway’s Aker ASA and 30 percent by BP Plc. Reporting by Terje Solsvik; Editing by Shreejay Sinha",https://www.reuters.com/article/aker-bp-oil/aker-bp-finds-up-to-153-mln-barrels-of-oil-equivalents-in-north-sea-idUSL5N1ZZ0Q2,Commodities,Reuters
192,2019-01-17 00:00:00,2019,1.0,17,,Oil firm Aker BP to hike dividend and spending in 2019,"OSLO, Jan 17 (Reuters) - Norway’s Aker BP will increase its dividend payments between now and 2023 and will step up its investment spending in developing oil and gas fields offshore Norway next year, the independent oil company said on Thursday. The company is the result of the 2016 merger between the Norwegian operations of BP and the Det norske oil firm owned by Norwegian billionaire Kjell Inge Roekke. It has become one of the biggest players offshore Norway. “The board proposes dividends for 2019 of $750 million, up from $450 million in 2018, with an ambition to increase dividend payments by $100 million per year to 2023,” Aker BP said in a statement. The 2019 payout was an increase of $200 million from its previous plan. Aker BP will also raise its capital expenditure by a third to $1.6 billion between 2018 and 2019 and its exploration spending by 40 percent to $500 million over the same period; Aker BP expects its production to be between 155,000 and 160,000 barrels of oil equivalents per day (boepd) in 2019 compared to an average output of 155,700 boepd in 2018, it added. (Reporting by Gwladys Fouche and Ole Petter Skonnord, editing by Terje Solsvik)",https://www.reuters.com/article/aker-bp-outlook/oil-firm-aker-bp-to-hike-dividend-and-spending-in-2019-idUSL8N1ZG4Q2,Financials,Reuters
193,2017-10-31 00:00:00,2017,10.0,31,,"BP beats Q3 expectations, announces share buyback programme","LONDON, Oct 31 (Reuters) - British oil producer BP beat analysts’ expectations for third-quarter earnings on Tuesday and said it would buy back shares to dilute the impact of its scrip dividend programme. BP reported third-quarter underlying replacement cost profit, the company’s definition of net income, of $1.87 billion, exceeding analysts’ forecasts of $1.58 billion. That doubled a profit of $933 million a year earlier and $684 million in the second quarter of 2017, when the company took a large writedown on exploration. “Given the momentum we see across our businesses and our confidence in the outlook for the group’s finances, we will be recommencing a share buyback programme this quarter,” Chief Financial Officer Brian Gilvary said. (Reporting by Karolin Schaps and Ron Bousso; editing by Jason Neely)",https://www.reuters.com/article/bp-results/bp-beats-q3-expectations-announces-share-buyback-programme-idUSL8N1N61DR,Energy,Reuters
194,2018-11-07 00:00:00,2018,11.0,7,,Lightsource BP expands U.S. portfolio with two new solar projects,"LONDON (Reuters) - Lightsource BP, Europe’s biggest solar energy developer, will expand its U.S. portfolio after signing a deal to build two solar projects, the UK-based company said on Wednesday. The 16 megawatt (MW) Wildflower Solar project will be built in California and has secured a 20 year plus power purchase agreement (PPA) with California’s Sacramento Municipal Utility District. Lightsource BP will also develop a 9 MW solar project in New Mexico which has a PPA with New Mexico’s Continental Divide Electric Cooperative. No financial details were released. Both projects will be constructed and completed in 2019, Lightsource BP CEO Nick Boyle said in a phone interview. Oil major BP acquired a 43 percent stake in Lightsource last year. “The U.S. is a hugely important market for BP and it is hugely important for Lightsource BP,” Boyle said. “We are working on a very significant pipeline in the U.S. and this announcement is one of many that will flow though,” he said. Earlier this year Lightsource BP bought a 135 MW portfolio of six solar assets in Pennsylvania and Maryland from Orion Renewable Energy Group LLC. It also announced plans to build a 20 MW plant in Kansas which has a 25 year power purchase agreement with Mid-Kansas Electric Company. Reporting by Susanna Twidale and Ron Bousso; editing by Jason Neely",https://www.reuters.com/article/us-solar-usa-lightsource-bp/lightsource-bp-expands-us-portfolio-with-two-new-solar-projects-idUSKCN1NC25O,Commodities,Reuters
195,2019-01-24 00:00:00,2019,1.0,24,Ron Bousso,BP invests in Chinese electric vehicle charging platform,"LONDON (Reuters) - BP (BP.L) said on Thursday it had invested in Chinese start-up PowerShare, which links electric vehicle drivers to charging points and helps power suppliers balance distribution. The PowerShare application, which is used in cities such as Shanghai, will help manage growing pressure on power grids as electric vehicles (EVs) usage surges in the coming decades. With China targeting sales of more than 7 million EVs by 2025, the need to manage demand and distribution of power on the grid, particularly at times of peak demand, will be crucial. BP’s investment is the latest in a string by the London-based oil and gas major and several of its rivals, including Royal Dutch Shell (RDSa.L) and Total (TOTF.PA), in EV charging as they target future low-carbon economies. Car producers, utility firms and energy companies have doubled down efforts in recent years to find ways to manage the expected surge in power demand. PowerShare helps drivers locate charging points and pay for the supply, while allowing suppliers to optimize to balance demand on the grid, depending on the time of day, for example between city centers and residential areas. “As more and more EVs come on, grid operators are concerned about mobile demand. PowerShare can monitor where vehicles are and where demand is in the system,” Graham Howes, managing director of BP Ventures in Asia, told Reuters. BP, which has invested in fast-charging battery docks and battery storage technologies, did not disclose the size of the investment in PowerShare, but its venturing business typically invests up to ten million dollars in one firm. “We wanted to find a technology that can cope with volume,” Howes said of PowerShare, which is BP Ventures’ first direct investment in China. Reporting by Ron Bousso; Editing by Alexander Smith",https://www.reuters.com/article/bp-ma-powershare/bp-invests-in-chinese-electric-vehicle-charging-platform-idUSL8N1ZN4DM,Sustainable Business,Reuters
196,2017-04-06 00:00:00,2017,4.0,6,Karolin Schaps,BP cuts CEO's pay package after shareholder backlash,"LONDON (Reuters) - BP (BP.L) has cut Chief Executive Bob Dudley’s 2016 pay package by 40 percent to $11.6 million, the latest British bluechip company to rein in executive pay after a wave of shareholder revolts. The oil company has reduced Dudley’s payout and introduced changes from this year that will lower executives’ performance incentives. The cuts come after around 60 percent of shareholders opposed BP’s pay policy at last year’s annual general meeting. Executive pay has come under growing scrutiny in Britain after a string of corporate scandals, such as the collapse of store chain BHS, which has fueled mistrust of the high levels of pay awarded to company bosses. “We applaud the BP remuneration committee for being proactive in responding to the shareholder revolt last year and see this as a milestone in the engagement between companies and shareholders,” said Ashley Hamilton Claxton, corporate governance manager at Royal London Asset Management. BP’s pay policy changes, which will apply for the coming three years if approved by shareholders at the annual general meeting in London on May 17, include lowering Dudley’s maximum long-term payout to five times salary from seven times and cutting bonus payments by a quarter. “I have consulted widely with shareholders and listened to and sought to act on their concerns, and have been sensitive to developments in the society in which we work,” Ann Dowling, chair of BP’s remuneration committee, said in the company’s annual report published on Thursday. Dudley’s 2016 pay cut was a result of “downward discretion” to the four components of his total pay, the company said. Even after a cut of nearly $8 million, Dudley’s pay remains well above that of rival European oil companies. Shell’s (RDSa.L) Ben van Beurden was awarded an 8.263 million euro ($8.8 million) pay package for 2016, a 60 percent jump year on year, while Total’s (TOTF.PA) Patrick Pouyanne took home 3.8 million euros last year. BP Chief Financial Officer Brian Gilvary’s overall pay package will be cut by 18 percent to 4.2 million pounds ($5.2 million). Other large British companies, such as Reckitt Benckiser (RB.L) and GlaxoSmithKline (GSK.L), have also cut executives’ pay after shareholders had voiced concerns about their remuneration plans. BP’s annual report also showed the oil company cut a net amount of 2,400 jobs in 2016, after reducing 4,700 roles in 2015, as part of plans to rein in spending in response to weak oil prices. Additional reporting by Ron Bousso; editing by Jane Merriman, Greg Mahlich",http://www.reuters.com/article/bp-salary-idUSL5N1HE2L9,Business News,Reuters
197,2018-10-05 00:00:00,2018,10.0,5,,Aker BP output falls in third quarter due to maintenance,"OSLO (Reuters) - Aker BP’s oil and gas production fell 4.6 percent in the third quarter to 150,600 barrels of oil equivalent per day (boed) due to maintenance at two of its fields, it said on Friday. The company, 30 percent owned by BP, however, maintained its full-year production guidance of 155,000-160,000 boed. It said production in the third quarter was affected by planned maintenance activities at the Skarv and Alvheim fields, as well as reduced exports from Skarv. Production from its Valhall field, which it acquired from Hess a year ago, also rose less than it expected due to a longer than planned well testing program. “As a result, some of the production growth that was expected from Valhall in the third quarter has been moved to coming quarters,” it added. Valhall output stood at 35,100 boed in the third quarter. Aker BP shares were 1.2 percent down by 0827 GMT, underperforming European oil and gas index which was down 0.2 percent. Analysts at Sparebank 1 Markets said the overall third-quarter production was disappointing and may trigger some discussion around downside risk to the company’s overall 2018 guidance. Reporting by Nerijus Adomaitis; editing by Emelia Sithole-Matarise",https://www.reuters.com/article/us-aker-bp-production/aker-bp-output-falls-in-third-quarter-due-to-maintenance-idUSKCN1MF0X5,Commodities,Reuters
198,2017-02-07 00:00:00,2017,2.0,7,,BRIEF-Aker BP says development costs cut on giant Johan Sverdup oilfield,"Feb 7 (Reuters) - Aker BP : * Says development costs goes down on Johan Sverdrup * Current estimates for the first phase is estimated to NOK 97 billion ($11.71 billion) (capex numbers in nominal terms based on project currency), from 123 billion kroner since the plan for development and operation (PDO) * Current break-even is now below 20 dollars per barrel for phase 1, below 30 dollars per barrel for phase 2, and below 25 dollars per barrel for the full field development project * The estimate for the full-field investment has been improved from NOK 208 billion nominal in 2015 to a current estimate of NOK 137-152 billion nominal * Since the PDO for the first phase was submitted, the range of the operator’s full-field resource estimate has improved from 1.7-3.0 to 2.0-3.0 billion barrels of oil equivalents * This update does not result in a revision of Aker BP’s reserves in Johan Sverdrup, estimated to be 300 million barrels of oil equivalents (p50) in 2016 * The partners in the field are Aker BP, Statoil, Maersk Oil and Lundin Petroleum Further company coverage: ($1 = 8.2847 Norwegian crowns) (Reporting by Gwladys Fouche, editing by Terje Solsvik)",http://www.reuters.com/article/idUSFWN1FS04Q,Market News,Reuters
199,2016-08-26 00:00:00,2016,8.0,26,,"BP, Shell evacuating some staff from U.S. Gulf on storm threat",HOUSTON (Reuters) - Oil giants BP and Royal Dutch Shell said on Friday they have started securing facilities and evacuating non-essential personnel from their drilling rigs and platforms in U.S. Gulf of Mexico as a precaution against a storm threat. All other producers in the area said they were still monitoring the weather and had not evacuated anybody. The National Hurricane Center said a disturbance near Cuba has a 20 percent chance of developing into a cyclone in the next 48 hours. Reporting by Terry Wade and Liz Hampton; Editing by Sandra Maler,http://www.reuters.com/article/usa-weather-gulfmexico-idUSL1N1B722N,Commodities,Reuters
200,2019-06-05 00:00:00,2019,6.0,5,,Senegal president says truth of BP gas deal will be established,"DAKAR (Reuters) - Senegalese President Macky Sall said on Wednesday the government would find out the truth after a report alleged his brother Aliou Sall had been involved in fraud related to two major offshore gas blocks operated by BP. Making his first comments since the BBC published its report on Monday, the president defended his record in developing the nation’s energy industry but stopped short of calling for a formal investigation, which the opposition have demanded. “I want the truth to be re-established and the government will do this now without delay,” he said after attending prayers for the Eid-al-Fitr Muslim holiday at Dakar’s main mosque. In a statement later on Wednesday, the government rejected the BBC report as one-sided, describing it as “punctuated with serious and false allegations.” “The Senegalese government reserves the right to follow up on this issue as appropriate,” it said. The BBC report alleged that, in a previously unpublished arrangement, BP had agreed to pay Timis Corporation, a firm run by Romanian-Australian tycoon Frank Timis, about $10 billion in royalty payments for its stake in the two blocks. The BBC said that, based on documents it had reviewed, a secret payment of $250,000 was made by Timis to a company run by the president’s brother. The report casts a shadow over Senegal’s energy plans before the first oil and gas starts flowing and despite reassurances from the president that he would root out corruption. Aliou Sall has denied receiving the payment and called the BBC’s report “totally false”. Timis has not been reachable for comment, but told the BBC in a statement that there had been “no wrongdoing whatsoever”. The blocks are currently operated by BP, which has said it “rejects any implication that it acted improperly in the acquisition of our interests in Senegal.” Senegal’s offshore oil and gas reserves have the potential to transform the poor West African country when they start flowing in the next decade, with volumes expected to rival some of the region’s biggest producer. The blocks, called Cayar Offshore Profond and St. Louis Profond, have caused controversy since 2012, when a previously unknown company called Petro-Tim was unexpectedly awarded the licence despite having no known track record in the industry. Soon after, the president’s brother was hired at the company. Protests against the deal erupted in the capital Dakar in 2016 during Sall’s first term. Responding to the president’s remarks on Wednesday, opposition leader Ousmane Sonko said citizens should demonstrate again. “I call on Senegalese men and women, especially the sacrificed and forgotten youth, to mobilise massively and non-stop in the coming days in protest against all the scandals ... until appropriate measures are taken,” he said in a statement. Reporting by Diadie Ba; Additional reporting by Juliette Jabkhiro; writing by Alessandra Prentice; editing by Edmund Blair and Diane Craft",https://www.reuters.com/article/senegal-politics-energy/update-1-senegal-president-says-truth-of-bp-gas-deal-will-be-established-idUSL8N23C5XH,World News,Reuters
